Student_ID,Age,Gender,Grade_Level,Field_of_Study,Usage_of_VR_in_Education,Hours_of_VR_Usage_Per_Week,Engagement_Level,Improvement_in_Learning_Outcomes,Subject,Instructor_VR_Proficiency,Perceived_Effectiveness_of_VR,Access_to_VR_Equipment,Impact_on_Creativity,Stress_Level_with_VR_Usage,Collaboration_with_Peers_via_VR,Feedback_from_Educators_on_VR,Interest_in_Continuing_VR_Based_Learning,Region,School_Support_for_VR_in_Curriculum
STUD2800,25.0,4.0,2.0,1.0,2.0,5.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,6.0,1.0
STUD2801,18.0,2.0,2.0,7.0,1.0,6.0,4.0,2.0,7.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,6.0,1.0
STUD2802,27.0,3.0,1.0,3.0,2.0,5.0,1.0,1.0,6.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,1.0,5.0,1.0
STUD2803,28.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0
STUD2804,21.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,3.0,1.0,3.0,2.0,3.0,1.0
STUD2805,16.0,2.0,2.0,3.0,2.0,9.0,5.0,2.0,1.0,3.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,4.0,2.0
STUD2806,21.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0
STUD2807,14.0,2.0,3.0,5.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0
STUD2808,21.0,3.0,1.0,5.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0
STUD2809,28.0,3.0,1.0,4.0,2.0,10.0,3.0,2.0,3.0,1.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,1.0
STUD2810,12.0,1.0,3.0,5.0,2.0,0.0,5.0,2.0,1.0,2.0,2.0,1.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0
STUD2811,15.0,4.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,3.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0
STUD2812,21.0,3.0,3.0,2.0,2.0,10.0,1.0,1.0,3.0,2.0,3.0,1.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0
STUD2813,15.0,3.0,1.0,7.0,2.0,2.0,5.0,1.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,5.0,2.0
STUD2814,27.0,3.0,2.0,5.0,2.0,8.0,1.0,2.0,6.0,2.0,5.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0
STUD2815,15.0,4.0,2.0,5.0,1.0,5.0,4.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0
STUD2816,17.0,4.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,5.0,2.0,2.0,3.0,1.0,3.0,2.0
STUD2817,15.0,2.0,1.0,4.0,2.0,5.0,1.0,2.0,3.0,3.0,5.0,1.0,3.0,3.0,2.0,1.0,2.0,4.0,2.0
STUD2818,28.0,4.0,2.0,1.0,2.0,9.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,1.0,3.0,2.0,1.0,2.0
STUD2819,24.0,4.0,2.0,2.0,2.0,7.0,5.0,2.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,2.0
STUD2820,13.0,4.0,1.0,1.0,2.0,10.0,1.0,2.0,6.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0
STUD2821,25.0,4.0,1.0,6.0,2.0,0.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0
STUD2822,28.0,4.0,3.0,7.0,2.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0
STUD2823,15.0,3.0,3.0,1.0,2.0,10.0,4.0,2.0,7.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0
STUD2824,29.0,3.0,3.0,7.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0
STUD2825,23.0,1.0,2.0,6.0,1.0,7.0,3.0,2.0,4.0,3.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0,5.0,2.0
STUD2826,14.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,7.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0
STUD2827,13.0,3.0,2.0,3.0,1.0,7.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0
STUD2828,22.0,4.0,2.0,7.0,2.0,6.0,5.0,2.0,2.0,2.0,5.0,1.0,5.0,3.0,2.0,3.0,2.0,6.0,2.0
STUD2829,30.0,4.0,2.0,6.0,2.0,6.0,3.0,2.0,7.0,1.0,1.0,2.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0
STUD2830,16.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,3.0,2.0,5.0,3.0,2.0,2.0,2.0,3.0,1.0
STUD2831,29.0,1.0,1.0,5.0,2.0,8.0,2.0,2.0,7.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
STUD2832,23.0,4.0,2.0,3.0,1.0,6.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,5.0,1.0
STUD2833,21.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0
STUD2834,23.0,3.0,3.0,7.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,5.0,1.0
STUD2835,26.0,4.0,3.0,4.0,2.0,3.0,4.0,1.0,5.0,3.0,4.0,2.0,5.0,1.0,2.0,3.0,1.0,6.0,1.0
STUD2836,21.0,4.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0
STUD2837,13.0,1.0,2.0,6.0,1.0,10.0,2.0,1.0,2.0,3.0,3.0,1.0,5.0,2.0,1.0,3.0,1.0,2.0,2.0
STUD2838,12.0,3.0,1.0,7.0,2.0,6.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0
STUD2839,20.0,2.0,2.0,4.0,2.0,5.0,5.0,1.0,1.0,3.0,4.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0
STUD2840,27.0,1.0,2.0,7.0,1.0,8.0,2.0,1.0,5.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,3.0,2.0
STUD2841,27.0,3.0,3.0,4.0,1.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,1.0,3.0,1.0,5.0,1.0
STUD2842,22.0,4.0,3.0,7.0,1.0,1.0,3.0,2.0,7.0,3.0,1.0,2.0,5.0,3.0,1.0,2.0,2.0,5.0,2.0
STUD2843,13.0,3.0,2.0,6.0,1.0,4.0,3.0,1.0,4.0,3.0,4.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0
STUD2844,13.0,1.0,2.0,6.0,1.0,9.0,2.0,2.0,2.0,3.0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,4.0,1.0
STUD2845,16.0,2.0,1.0,6.0,2.0,0.0,5.0,2.0,5.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,4.0,2.0
STUD2846,25.0,2.0,2.0,7.0,2.0,1.0,5.0,2.0,6.0,2.0,3.0,1.0,4.0,3.0,1.0,2.0,1.0,4.0,2.0
STUD2847,15.0,3.0,2.0,2.0,2.0,2.0,5.0,1.0,6.0,1.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,1.0
STUD2848,28.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,1.0,2.0,2.0,5.0,3.0,1.0,2.0,1.0,4.0,2.0
STUD2849,20.0,3.0,3.0,5.0,2.0,3.0,1.0,2.0,6.0,3.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0
STUD2850,29.0,1.0,2.0,7.0,2.0,5.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,5.0,2.0
STUD2851,14.0,1.0,3.0,4.0,1.0,6.0,3.0,1.0,4.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0
STUD2852,24.0,4.0,3.0,3.0,1.0,4.0,4.0,2.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0
STUD2853,25.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,5.0,3.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0
STUD2854,30.0,2.0,2.0,5.0,1.0,8.0,4.0,1.0,2.0,3.0,4.0,2.0,5.0,2.0,1.0,3.0,2.0,3.0,1.0
STUD2855,21.0,3.0,1.0,5.0,1.0,6.0,3.0,1.0,7.0,2.0,5.0,2.0,5.0,3.0,2.0,2.0,1.0,3.0,1.0
STUD2856,14.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,4.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,6.0,2.0
STUD2857,17.0,4.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0
STUD2858,21.0,4.0,2.0,4.0,2.0,6.0,4.0,1.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0
STUD2859,23.0,1.0,1.0,5.0,2.0,0.0,5.0,1.0,7.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,6.0,1.0
STUD2860,20.0,4.0,1.0,3.0,1.0,7.0,5.0,1.0,5.0,3.0,4.0,2.0,4.0,1.0,2.0,1.0,2.0,5.0,2.0
STUD2861,13.0,4.0,1.0,5.0,2.0,8.0,4.0,2.0,3.0,1.0,5.0,2.0,5.0,2.0,2.0,3.0,1.0,2.0,1.0
STUD2862,24.0,4.0,3.0,3.0,2.0,6.0,4.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0
STUD2863,16.0,3.0,3.0,1.0,1.0,0.0,2.0,1.0,7.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,6.0,2.0
STUD2864,24.0,1.0,2.0,5.0,2.0,9.0,2.0,1.0,6.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0
STUD2865,17.0,4.0,2.0,4.0,2.0,9.0,1.0,2.0,4.0,2.0,5.0,1.0,5.0,3.0,2.0,3.0,2.0,1.0,1.0
STUD2866,25.0,4.0,2.0,4.0,2.0,8.0,3.0,1.0,3.0,3.0,2.0,1.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0
STUD2867,21.0,2.0,3.0,2.0,2.0,9.0,1.0,1.0,6.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,5.0,2.0
STUD2868,30.0,2.0,1.0,5.0,1.0,7.0,2.0,2.0,4.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0
STUD2869,25.0,4.0,2.0,5.0,2.0,4.0,1.0,2.0,1.0,3.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0
STUD2870,13.0,1.0,2.0,7.0,2.0,10.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,4.0,1.0
STUD2871,15.0,2.0,2.0,5.0,2.0,10.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0
STUD2872,20.0,3.0,2.0,3.0,1.0,5.0,5.0,1.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,5.0,1.0
STUD2873,17.0,3.0,3.0,7.0,1.0,4.0,1.0,1.0,5.0,3.0,1.0,2.0,5.0,1.0,2.0,2.0,1.0,4.0,2.0
STUD2874,13.0,1.0,1.0,4.0,2.0,5.0,1.0,2.0,4.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0
STUD2875,17.0,2.0,2.0,5.0,2.0,4.0,2.0,1.0,6.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,5.0,2.0
STUD2876,23.0,2.0,1.0,5.0,1.0,3.0,5.0,1.0,4.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,5.0,1.0
STUD2877,25.0,1.0,2.0,4.0,1.0,5.0,3.0,1.0,7.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,6.0,2.0
STUD2878,12.0,3.0,3.0,4.0,2.0,5.0,3.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,2.0
STUD2879,26.0,2.0,3.0,6.0,1.0,3.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0
STUD2880,18.0,2.0,3.0,4.0,2.0,0.0,5.0,2.0,7.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,6.0,2.0
STUD2881,15.0,4.0,1.0,4.0,2.0,3.0,1.0,1.0,5.0,3.0,5.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,2.0
STUD2882,14.0,1.0,3.0,7.0,2.0,8.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0
STUD2883,12.0,1.0,2.0,2.0,1.0,9.0,5.0,1.0,4.0,2.0,4.0,2.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0
STUD2884,19.0,1.0,1.0,6.0,2.0,9.0,5.0,1.0,6.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0
STUD2885,27.0,3.0,1.0,7.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,5.0,3.0,2.0,2.0,1.0,6.0,2.0
STUD2886,15.0,1.0,1.0,4.0,1.0,7.0,5.0,2.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0
STUD2887,20.0,1.0,1.0,1.0,1.0,10.0,3.0,1.0,3.0,3.0,5.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0
STUD2888,30.0,4.0,2.0,2.0,1.0,9.0,4.0,2.0,5.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,4.0,1.0
STUD2889,22.0,2.0,1.0,6.0,1.0,5.0,1.0,1.0,4.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0
STUD2890,16.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,6.0,1.0,3.0,1.0,4.0,1.0,2.0,3.0,1.0,4.0,1.0
STUD2891,24.0,2.0,3.0,5.0,2.0,10.0,3.0,2.0,5.0,2.0,1.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,2.0
STUD2892,19.0,2.0,1.0,7.0,1.0,9.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,5.0,1.0
STUD2893,21.0,1.0,2.0,5.0,1.0,7.0,5.0,2.0,1.0,2.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0
STUD2894,28.0,2.0,3.0,4.0,2.0,2.0,4.0,1.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,6.0,2.0
STUD2895,17.0,3.0,2.0,1.0,2.0,0.0,3.0,2.0,5.0,2.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0
STUD2896,25.0,3.0,1.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,1.0
STUD2897,18.0,2.0,3.0,6.0,2.0,6.0,1.0,2.0,6.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0
STUD2898,24.0,3.0,2.0,5.0,2.0,10.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0
STUD2899,13.0,4.0,2.0,5.0,1.0,0.0,4.0,2.0,6.0,3.0,3.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0
STUD2900,21.0,2.0,1.0,3.0,1.0,0.0,4.0,1.0,3.0,2.0,5.0,1.0,4.0,2.0,2.0,2.0,2.0,6.0,1.0
STUD2901,23.0,1.0,3.0,6.0,2.0,10.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0
STUD2902,21.0,3.0,3.0,4.0,2.0,7.0,3.0,2.0,1.0,2.0,4.0,2.0,5.0,3.0,2.0,3.0,1.0,6.0,2.0
STUD2903,27.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,5.0,1.0
STUD2904,19.0,1.0,2.0,3.0,2.0,2.0,5.0,1.0,6.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0
STUD2905,30.0,3.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,5.0,3.0,2.0,1.0,1.0,6.0,1.0
STUD2906,13.0,2.0,1.0,2.0,2.0,7.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0
STUD2907,19.0,3.0,2.0,3.0,2.0,6.0,4.0,1.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0
STUD2908,13.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,2.0,5.0,1.0
STUD2909,29.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,7.0,3.0,1.0,1.0,4.0,3.0,2.0,3.0,2.0,6.0,1.0
STUD2910,27.0,4.0,3.0,2.0,1.0,5.0,4.0,2.0,4.0,1.0,3.0,1.0,5.0,1.0,2.0,1.0,1.0,5.0,1.0
STUD2911,30.0,2.0,1.0,1.0,1.0,5.0,2.0,2.0,7.0,3.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0
STUD2912,24.0,1.0,1.0,4.0,1.0,3.0,5.0,1.0,5.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0
STUD2913,13.0,4.0,2.0,5.0,2.0,7.0,3.0,1.0,7.0,2.0,3.0,1.0,4.0,1.0,2.0,1.0,2.0,6.0,1.0
STUD2914,30.0,2.0,3.0,7.0,1.0,10.0,4.0,1.0,5.0,1.0,4.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0
STUD2915,27.0,1.0,1.0,7.0,2.0,4.0,3.0,1.0,7.0,3.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,5.0,1.0
STUD2916,30.0,4.0,1.0,6.0,2.0,9.0,4.0,1.0,2.0,3.0,3.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0
STUD2917,21.0,2.0,3.0,2.0,2.0,7.0,2.0,1.0,1.0,3.0,5.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0
STUD2918,20.0,1.0,3.0,4.0,1.0,5.0,3.0,1.0,5.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
STUD2919,21.0,2.0,1.0,7.0,1.0,5.0,3.0,1.0,4.0,2.0,5.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0
STUD2920,26.0,4.0,2.0,6.0,2.0,6.0,3.0,1.0,5.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0
STUD2921,15.0,4.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0
STUD2922,20.0,2.0,1.0,2.0,2.0,8.0,5.0,2.0,5.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,4.0,1.0
STUD2923,13.0,4.0,1.0,6.0,1.0,8.0,4.0,1.0,4.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0
STUD2924,22.0,3.0,1.0,2.0,1.0,6.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0
STUD2925,21.0,4.0,2.0,2.0,2.0,10.0,1.0,2.0,3.0,1.0,4.0,1.0,5.0,3.0,1.0,3.0,1.0,2.0,2.0
STUD2926,19.0,3.0,3.0,1.0,2.0,5.0,1.0,2.0,6.0,1.0,5.0,2.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0
STUD2927,13.0,3.0,2.0,7.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0
STUD2928,28.0,2.0,3.0,4.0,1.0,9.0,3.0,2.0,7.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,1.0,4.0,2.0
STUD2929,20.0,2.0,3.0,4.0,1.0,5.0,4.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0
STUD2930,27.0,1.0,1.0,4.0,1.0,10.0,4.0,1.0,7.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,6.0,2.0
STUD2931,16.0,1.0,3.0,6.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0
STUD2932,12.0,4.0,3.0,4.0,2.0,10.0,3.0,1.0,5.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0
STUD2933,14.0,2.0,2.0,6.0,1.0,1.0,2.0,1.0,6.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,6.0,1.0
STUD2934,16.0,1.0,3.0,3.0,1.0,6.0,2.0,2.0,6.0,3.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,5.0,1.0
STUD2935,22.0,2.0,3.0,4.0,2.0,0.0,4.0,2.0,4.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,5.0,2.0
STUD2936,25.0,2.0,2.0,5.0,2.0,9.0,2.0,2.0,6.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0
STUD2937,16.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,4.0,2.0
STUD2938,21.0,4.0,3.0,6.0,1.0,5.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0
STUD2939,19.0,2.0,1.0,4.0,2.0,6.0,3.0,2.0,3.0,2.0,4.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,2.0
STUD2940,13.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0
STUD2941,20.0,2.0,1.0,1.0,2.0,10.0,3.0,1.0,6.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,5.0,1.0
STUD2942,12.0,3.0,2.0,2.0,2.0,6.0,3.0,2.0,6.0,3.0,4.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0
STUD2943,19.0,2.0,3.0,7.0,1.0,10.0,2.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0
STUD2944,28.0,1.0,1.0,6.0,2.0,9.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0
STUD2945,12.0,4.0,3.0,6.0,2.0,2.0,3.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0
STUD2946,29.0,3.0,3.0,1.0,1.0,9.0,4.0,2.0,5.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
STUD2947,21.0,1.0,1.0,4.0,2.0,0.0,3.0,2.0,1.0,3.0,2.0,1.0,5.0,1.0,1.0,3.0,1.0,4.0,2.0
STUD2948,17.0,2.0,2.0,5.0,1.0,10.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0
STUD2949,16.0,3.0,1.0,3.0,1.0,10.0,2.0,2.0,4.0,1.0,1.0,2.0,5.0,2.0,2.0,3.0,1.0,4.0,2.0
STUD2950,19.0,3.0,3.0,4.0,1.0,5.0,5.0,1.0,4.0,1.0,5.0,1.0,4.0,1.0,1.0,2.0,1.0,4.0,2.0
STUD2951,15.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,3.0,4.0,1.0,5.0,2.0,1.0,2.0,1.0,4.0,1.0
STUD2952,17.0,1.0,1.0,7.0,1.0,6.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0
STUD2953,19.0,3.0,1.0,4.0,1.0,5.0,4.0,2.0,1.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0
STUD2954,21.0,3.0,1.0,3.0,2.0,8.0,4.0,2.0,5.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,6.0,1.0
STUD2955,28.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0
STUD2956,26.0,3.0,3.0,5.0,1.0,6.0,2.0,1.0,4.0,1.0,5.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0
STUD2957,18.0,2.0,2.0,7.0,1.0,7.0,3.0,2.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,6.0,2.0
STUD2958,14.0,2.0,3.0,4.0,2.0,10.0,4.0,1.0,5.0,1.0,5.0,1.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0
STUD2959,24.0,1.0,3.0,5.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,3.0,1.0,4.0,2.0
STUD2960,20.0,2.0,3.0,6.0,2.0,2.0,3.0,2.0,7.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,6.0,1.0
STUD2961,15.0,4.0,3.0,1.0,2.0,5.0,4.0,1.0,4.0,3.0,4.0,2.0,5.0,3.0,1.0,1.0,2.0,1.0,2.0
STUD2962,17.0,2.0,3.0,6.0,2.0,1.0,5.0,2.0,4.0,3.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0,1.0
STUD2963,16.0,2.0,3.0,4.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,5.0,2.0,2.0,2.0,1.0,5.0,2.0
STUD2964,21.0,2.0,2.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0
STUD2965,21.0,2.0,2.0,3.0,2.0,8.0,4.0,2.0,7.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0
STUD2966,30.0,4.0,3.0,6.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,1.0
